ifim_site_name,ifim_da_sqmi,metric,flow of IFIM_pctChg_10to50% withdrawals,pctchg 20% withdrawal,pctchg  30% withdrawal,pctchg 40 % withdrawal,pctchg 50% withdrawal,pctchg 10% withdrawal,s_adminid,s_ftype,X,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM.study.HUC8,River.name.or.region,IFIM.site.name.s.,Drainage.area.mi2,MAF,s_name,nt_numblost_10pct,nt_numblost_20pct,nt_numblost_30pct,nt_numblost_40pct,nt_numblost_50pct,nt_pctlost_10pct,nt_pctlost_20pct,nt_pctlost_30pct,nt_pctlost_40pct,nt_pctlost_50pct,flow
Above Harvell Dam,1342,deep_slow,Apr,1.533422061,1.105096242,0.039170625,-1.983069003,1.183023571,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,deep_fast,Apr,1.401902369,0.169860775,-2.167346923,-6.237686982,1.445961145,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,as_spawn,Apr,-27.94167156,-42.13166912,-56.44357307,-70.49958029,-13.86926499,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,as_juv,Apr,0.414091724,0.22337413,-0.379648672,-1.538678839,0.402582984,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,l_rad,Apr,-22.80660601,-34.75001118,-47.69081756,-60.34904358,-11.15046079,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,e_comp,Apr,-10.51683513,-18.48679527,-28.19319335,-39.59039262,-4.422325876,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Above Harvell Dam,1342,rh_spawn,Apr,0.441540889,0.21153148,-0.308378304,-1.427960275,0.401027301,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.71526346,1.514859979,2.421367747,3.467854165,4.70558489,Apr
Below Harvell Dam,1359.9,smb_juv,Apr,1.329556699,2.380067251,3.466026297,4.354391524,0.731514544,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,smb_adult,Apr,-1.677631973,-2.478239721,-3.78328294,-6.025339449,-0.342087736,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,smb_spawn,Apr,13.7710637,21.1990492,26.66753654,34.26289375,6.176301114,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,rbs_spawn,Apr,36.44532491,56.39434537,68.97570217,79.64261511,16.51116378,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,nh_adult,Apr,-8.901651788,-15.30130412,-23.68198769,-34.18984147,-4.164541083,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,nh_spawn,Apr,-23.41150241,-35.37732948,-46.27909788,-56.5159927,-11.80134984,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,bd_high_grad,Apr,14.94672118,35.18832206,67.34556561,113.4130508,6.350561496,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,bd_low_grad,Apr,24.98977643,42.28326287,65.69900049,100.8452266,10.64493006,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,shallow_slow,Apr,17.73090025,37.86038678,57.9719937,64.62125699,8.578575468,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,shallow_fast,Apr,22.07910947,41.20824261,61.96161337,88.78273633,8.374354111,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,deep_slow,Apr,7.588003527,12.76467247,22.37175501,31.78298319,3.585079264,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,deep_fast,Apr,4.375772495,6.897966288,9.785292905,7.748554946,2.823460847,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,as_spawn,Apr,-21.70105969,-33.22614826,-43.52681851,-54.39021801,-10.24143062,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,as_juv,Apr,1.72755553,2.852519412,3.997689692,5.609567156,0.828206398,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,l_rad,Apr,-3.174641097,-9.379382012,-16.43447685,-27.17166863,0.917925817,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,e_comp,Apr,2.959858624,3.136276184,0.230766144,-6.179133354,2.424478358,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Below Harvell Dam,1359.9,rh_spawn,Apr,0.988289709,1.299573538,-0.252665525,-0.74064791,0.424245473,380218,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0,41,0.3647,0.3484,2.0811,15.5954,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.219265769,0.464384045,0.742276226,1.063079206,1.442508597,0.714659558,1.513580973,2.419323371,3.464926233,4.701611935,Apr
Craig,312.9,bj_juv,Apr,4.588739283,4.280471628,2.301849422,1.238745822,2.760751707,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,bj_adult,Apr,0.706304674,0.749149392,0.971614785,-1.728833709,0.500647026,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,csr_adult,Apr,2.581063831,4.135468839,6.11418803,7.523072272,1.327461992,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,chub_spp._spawn,Apr,17.61764264,25.89817131,35.7983778,45.12393337,7.601104115,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,ff_juv,Apr,-13.01208714,-18.8095974,-24.67104323,-29.08469837,-5.144327256,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,nh_spawn,Apr,-4.517425378,-7.167208691,-10.55806959,-14.62523295,-2.07345384,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,rfs_yoy,Apr,4.074768579,6.462541347,9.22252396,13.35146182,1.999989077,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,rfs_adult,Apr,4.415121263,7.360943028,9.479711289,12.30902005,2.303482813,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,ff_adult,Apr,5.210051693,6.696226495,8.910113168,14.0068104,2.595856915,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
Craig,312.9,nh_adult,Apr,-7.254440554,-12.14273681,-17.43464481,-23.77018565,-3.139874397,380222,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0,67,0.3267,0.3164,1.2036,15.6685,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_apr )_ upper 80%,0.126811917,0.268575578,0.429293963,0.614829721,0.834271947,0.553476384,1.17221034,1.873673045,2.68345231,3.641217895,Apr
