s_adminid,s_ftype,X,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM.study.HUC8,River.name.or.region,IFIM.site.name.s.,Drainage.area.mi2,MAF,s_name,nt_numblost_10pct,nt_numblost_20pct,nt_numblost_30pct,nt_numblost_40pct,nt_numblost_50pct,nt_pctlost_10pct,nt_pctlost_20pct,nt_pctlost_30pct,nt_pctlost_40pct,nt_pctlost_50pct
399248,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0028,29,0.2856,0.2591,0.294,1.2973,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.030975992,0.065604204,0.104862434,0.150182733,0.203785271,0.899409695,1.904864191,3.044754485,4.360661256,5.917048625
399248,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0028,29,0.2856,0.2591,0.294,1.2973,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.030975992,0.065604204,0.104862434,0.150182733,0.203785271,0.912898193,1.933431547,3.090416839,4.426058338,6.005786936
399227,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.821,0.8031,0.8027,0.2742,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.084572886,0.179117329,0.286302977,0.410039728,0.556389242,1.236319006,2.618406069,4.18528715,5.994118609,8.133512143
399227,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.821,0.8031,0.8027,0.2742,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.084572886,0.179117329,0.286302977,0.410039728,0.556389242,1.249536362,2.646399171,4.230031611,6.058201096,8.220466659
399230,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050001,0,20,0.6176,0.5964,0.6411,1.5229,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.067546627,0.143057331,0.228664307,0.327490307,0.444376657,0.982655524,2.081170938,3.326565,4.764266933,6.464707404
399252,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0242,15,0.3335,0.2823,0.2537,2.6513,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.026729963,0.056611519,0.090488433,0.129596461,0.17585144,0.602967381,1.277027565,2.041213974,2.923402441,3.966809935
399252,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0242,15,0.3335,0.2823,0.2537,2.6513,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.026729963,0.056611519,0.090488433,0.129596461,0.17585144,0.640723363,1.356991143,2.169028579,3.106457001,4.215199496
399252,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0242,15,0.3335,0.2823,0.2537,2.6513,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.026729963,0.056611519,0.090488433,0.129596461,0.17585144,0.641559673,1.358762368,2.171859723,3.110511732,4.220701424
399252,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080106,0.0242,15,0.3335,0.2823,0.2537,2.6513,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.026729963,0.056611519,0.090488433,0.129596461,0.17585144,0.643410323,1.36268187,2.178124694,3.11948435,4.232876506
399232,fe_quantreg,NA,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_05050002,0.0036,23,0.3376,0.306,0.4568,1.6157,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.048128684,0.101931974,0.162929114,0.233345145,0.316629632,0.870577535,1.843800418,2.947149523,4.220872587,5.727367221
399254,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.019,15,0.3553,0.3057,0.419,2.5829,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.044146056,0.093497148,0.149446802,0.214035936,0.290428669,0.785488783,1.663590534,2.659100193,3.808331753,5.167584191
399254,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080207,0.019,15,0.3553,0.3057,0.419,2.5829,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_apr )_ upper 80%,0.044146056,0.093497148,0.149446802,0.214035936,0.290428669,0.786218381,1.665135754,2.661570089,3.81186911,5.172384084
402595,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050001,1.00E-06,19,0.7632,0.7492,0.6036,1.2818,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.063595607,0.134689448,0.215288996,0.308334347,0.418383638,1.006293011,2.131232889,3.406584537,4.878869964,6.620214027
402597,fe_quantreg,NA,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050002,5.00E-06,23,0.6381,0.6208,0.5679,0.181,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.059834237,0.126723223,0.202555701,0.290097872,0.393638284,1.185945833,2.511720479,4.014759806,5.749891371,7.80211643
402592,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,13,0.9471,0.9423,0.981,0.6654,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.103358666,0.218903824,0.34989812,0.501119937,0.679977384,1.189331099,2.51889015,4.026219883,5.766304356,7.824387464
402592,fe_quantreg,NA,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,13,0.9471,0.9423,0.981,0.6654,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.103358666,0.218903824,0.34989812,0.501119937,0.679977384,1.201557893,2.544785337,4.067611016,5.825584246,7.904825262
402616,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,44,0.6921,0.6847,0.3606,1.4827,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.037993002,0.080465565,0.128616985,0.18420372,0.249948873,0.946219329,2.004002545,3.203218247,4.587611176,6.225000479
402616,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,44,0.6921,0.6847,0.3606,1.4827,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.037993002,0.080465565,0.128616985,0.18420372,0.249948873,1.04263448,2.208200664,3.529610619,5.055066459,6.859297773
402616,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,44,0.6921,0.6847,0.3606,1.4827,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.037993002,0.080465565,0.128616985,0.18420372,0.249948873,1.04485087,2.212894767,3.53711372,5.065812312,6.873878987
402616,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,44,0.6921,0.6847,0.3606,1.4827,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.037993002,0.080465565,0.128616985,0.18420372,0.249948873,1.049768401,2.223309629,3.553760943,5.089654267,6.906230504
402637,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,7.00E-04,57,0.1899,0.1752,0.1905,2.3483,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.020071178,0.042508847,0.067946577,0.097312281,0.132044538,0.555378055,1.176237899,1.880110736,2.692672294,3.653728635
402637,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,7.00E-04,57,0.1899,0.1752,0.1905,2.3483,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.020071178,0.042508847,0.067946577,0.097312281,0.132044538,0.574323838,1.216363266,1.944247535,2.784528257,3.77836941
402637,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,7.00E-04,57,0.1899,0.1752,0.1905,2.3483,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.020071178,0.042508847,0.067946577,0.097312281,0.132044538,0.598936124,1.268489746,2.027567036,2.903857458,3.940289045
402618,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,2.00E-06,30,0.5625,0.5469,0.5777,2.3013,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.06086677,0.12891003,0.206051115,0.295103963,0.400431126,0.937998176,1.986590923,3.175387332,4.54775207,6.170915041
402618,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,2.00E-06,30,0.5625,0.5469,0.5777,2.3013,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.06086677,0.12891003,0.206051115,0.295103963,0.400431126,0.939038782,1.988794828,3.178910076,4.552797302,6.177760995
402629,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,2.00E-06,41,0.4476,0.4335,0.2883,2.0016,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.030375437,0.064332286,0.102829386,0.147271027,0.199834332,0.64239264,1.360526514,2.174679552,3.114550258,4.226181361
402629,fe_quantreg,NA,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,2.00E-06,41,0.4476,0.4335,0.2883,2.0016,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_apr )_ upper 80%,0.030375437,0.064332286,0.102829386,0.147271027,0.199834332,0.64261429,1.360995946,2.175429897,3.115624893,4.227639551
407648,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0073,33,0.2102,0.1847,0.1837,3.4247,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.019354727,0.04099147,0.065521187,0.093838667,0.127331137,0.416661852,0.882450174,1.410517419,2.020126316,2.741140607
407648,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0073,33,0.2102,0.1847,0.1837,3.4247,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.019354727,0.04099147,0.065521187,0.093838667,0.127331137,0.427235331,0.904843797,1.446311616,2.071390341,2.810701554
407648,fe_quantreg,NA,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0073,33,0.2102,0.1847,0.1837,3.4247,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.019354727,0.04099147,0.065521187,0.093838667,0.127331137,0.440707329,0.933376208,1.491918116,2.136707429,2.899331319
407652,fe_quantreg,NA,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050001,0.5399,22,0.0191,-0.03,0.0823,4.5316,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.00867117,0.018364714,0.029354348,0.042040949,0.057046013,0.166161398,0.351914038,0.562503012,0.805610142,1.093144847
407653,fe_quantreg,NA,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050002,0.3105,14,0.0855,0.0093,-0.2558,5.7345,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,-0.02695122,-0.05708012,-0.091237451,-0.130669195,-0.177307049,-0.760586754,-1.610850406,-2.574799831,-3.687597775,-5.003758391
407662,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0017,10,0.7261,0.6919,0.9037,1.5989,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.095214298,0.201654827,0.322327147,0.461633116,0.626397107,1.272061291,2.694104828,4.306284824,6.167410043,8.368653967
407662,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0017,10,0.7261,0.6919,0.9037,1.5989,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.095214298,0.201654827,0.322327147,0.461633116,0.626397107,1.282364623,2.715926306,4.341164497,6.217364297,8.436437666
407662,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0017,10,0.7261,0.6919,0.9037,1.5989,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.095214298,0.201654827,0.322327147,0.461633116,0.626397107,1.29235168,2.737077943,4.374973492,6.265785139,8.502140654
407662,fe_quantreg,NA,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0017,10,0.7261,0.6919,0.9037,1.5989,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.095214298,0.201654827,0.322327147,0.461633116,0.626397107,1.400725259,2.966602876,4.741848501,6.791219175,9.215110215
407671,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0059,25,0.2861,0.2551,0.3444,4.3108,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.036286162,0.076850639,0.122838851,0.175928345,0.238719889,0.527787767,1.117804293,1.786709861,2.558904668,3.472217276
407671,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0059,25,0.2861,0.2551,0.3444,4.3108,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.036286162,0.076850639,0.122838851,0.175928345,0.238719889,0.531622716,1.125926349,1.799692239,2.577497876,3.497446688
407671,fe_quantreg,NA,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0059,25,0.2861,0.2551,0.3444,4.3108,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.036286162,0.076850639,0.122838851,0.175928345,0.238719889,0.536306537,1.135846237,1.815548289,2.600206723,3.528260673
407675,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.5822,84,0.0037,-0.0084,0.0242,5.4628,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.002549724,0.005400074,0.008631534,0.01236198,0.016774162,0.045265989,0.09586906,0.15323809,0.219465775,0.2977965
407675,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.5822,84,0.0037,-0.0084,0.0242,5.4628,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.002549724,0.005400074,0.008631534,0.01236198,0.016774162,0.045467126,0.096295048,0.153918993,0.220440957,0.29911974
407675,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.5822,84,0.0037,-0.0084,0.0242,5.4628,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.002549724,0.005400074,0.008631534,0.01236198,0.016774162,0.045471332,0.096303956,0.153933233,0.22046135,0.299147412
407675,fe_quantreg,NA,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.5822,84,0.0037,-0.0084,0.0242,5.4628,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.002549724,0.005400074,0.008631534,0.01236198,0.016774162,0.045480604,0.096323593,0.15396462,0.220506303,0.299208409
407677,fe_quantreg,NA,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_apr,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,9.00E-04,38,0.2665,0.2461,0.4317,4.8506,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_apr )_ upper 80%,0.045484135,0.096331071,0.153976573,0.220523422,0.299231638,0.569979239,1.207161817,1.929539845,2.763464078,3.749787099
